Title,Company,Job description,Requirements,Categories,Link
דרוש/ה עוזר/ת לטכנאי מעבדה לאלקטרוניקה,- חסוי -,תיאור משרה דרוש/ה עוזר לטכנאי/ת אלקטרוניקה לעבודת מעבדה לחברה ותיקה בתחום יצור ותחזוקה של מערכות מתח נמוך. התפקיד כולל: הרכבת מערכת מתח נמוך מרכיבים שונים. סיוע באבחון תקלות לטכנאי שטח תיקון תקלות במעבדה תנאים טובים למתאים/ות! משרה מלאה ימים א’-ה’ בין השעות 8:00-17:00,"דרישות התפקיד בעל /ת ידע באלקטרוניקה בתחום RF, ובתחום רשתות- יתרון ניסיון של שנה -חובה רצון לעשות ולהשפיע מעבר לנדרש מוטיבציה גבוהה פועל באופן מסודר ומאורגן ניסיון בהלחמות עדינות - חובה איבחון ותיקון תקלות בתחום האלקטרוניקה וה RF - יתרון",בעלי מקצוע & טכנאי/ת מתח נמוך & תעשיה / ייצור & חשמל ואלקטרוניקה & טכנאי/ת - תעשייה וייצור & פועל/ת,https://www.drushim.co.il/job/30465078/d0c35cd8/
טכנאי/ת קירור- כולל רכב צמוד ותנאים טובים,ג.ו.קרור,"תיאור משרה הנדסאי קירור או חשמל? טכנאי/ת קירור תעשייתי? חברת GVK מחפשת אותך. לתפקיד מבוקש של מקצוען בקירור! כולל רכב צמוד משרה מלאה 5 סיבות לעבוד כטכנאי/ת קירור תעשייתי בחברת GVK: חברה ותיקה יציבה המוכרת בשוק הישראלי למתאימים יינתן: רכב צמוד, קרן השתלמות, תגמול על השכלה רלבנטית. אפשרות לקידום מקצועי בחברה מתקדמת וטכנולוגית. אוירה משפחתית ותמיכה טכנית צמודה. עבודה בצוותים ע""פ אזור מגוריך. אזור מגורים: צפון / מרכז הארץ - גוש דן, השפלה /ירושלים.",דרישות התפקיד ניסיון לפחות כטכנאי קירור תעשייתי. יתרון להנדסאי חשמל/ אלקטרוניקה/ קירור. הכרות בבקרת Danfoss - יתרון. בעלי/ות רישיון נהיגה ג' - יתרון.,בעלי מקצוע & טכנאי/ת & מתקינים & טכנאי/ת מיזוג אוויר & הנדסה & הנדסאי/ת חשמל & הנדסאי/ת אלקטרוניקה & מהנדס/ת מיזוג אוויר,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2534964-%D7%92%D7%95%D7%A7%D7%A8%D7%95%D7%A8/
נציג.ת טכנאי עבור אלביט בית לקוח חולון,Partner,"תיאור משרה מתן שירות אישי ומקצועי ללקוחות עסקיים בבית הלקוח טיפול בפניות לקוחות בעולמות הסלולר והקווי מענה מותאם ללקוח, תוך היכרות מעמיקה עם הצרכים הייחודים עבורו עמידה ביעדי מכר ושירות מחויבות לשמירה על שביעות רצון גבוהה של הלקוח","דרישות התפקיד ניסיון במתן שירות או ניסיון בשירות ומכירה– חובה; אוריינטציה טכנית- חובה רמה אישית גבוהה נדרשת יכולת עבודה עצמאית + בצוות ראש גדול יחסי אנוש מצוינים, יצירתיות ,יכולת עבודת תחת לחץ וראייה מערכתית העבודה בחולון במשרה מלאה",שירות לקוחות & נציג/ה פרונטלי/ת & שירות לקוחות & תמיכה טכנית,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1946781-%D7%A4%D7%A8%D7%98%D7%A0%D7%A8/
דרוש/ה טכנאי/ת ציוד קרקע,- חסוי -,תיאור משרה כחלק מהקמת חברת תעופה חדשה בחיפה אנו מחפשים טכנאי ציוד קרקע מנוסה ומקצועי שיצטרף לצוות שלנו. תכולות התפקיד : אחזקת ציוד קרקע למטוסים: • בדיקות יומיות • ביקורות מחזוריות לציוד • טיפול בתקלות • שימוש בספרות יצרן לצורך ביצוע פעולות האחזקה,"דרישות התפקיד • ניסיון קודם כטכנאי ציוד קרקע, בחיל האוויר או בתעופה האזרחית • יכולת עבודה בצוות ויחסי אנוש מעולים • אנגלית – טובה מאד • ידע בתוכנות Office  אם אתה מחפש תפקיד מאתגר בעולם התעופה אנו מזמינים אותך להגיש את מועמדותך לתפקיד.",תיירות/ תעופה & מכונאי/ת תעופה,https://www.drushim.co.il/job/30634558/2b5cee80/
הנדסאי/ת / טכנאי/ת שירות טכני,- חסוי -,"תיאור משרה לחברה גלובלית, אשר מתמחה בפיתוח מערכות אלקטרומכניות רובוטיות, דרושים/ות הנדסאים/ות לתפקידים הכוללים מתן שירות טכני ללקוחות בארץ ובחו""ל. משרה מלאה עם זמינות לגיבוי, במידת הצורך, במשמרת ערב","דרישות התפקיד השכלה הנדסית בתחומי חשמל/מכונות/בקרה/אלקטרוניקה/תעשייה וניהול רישיון חשמל ראשי/ מוסמך – יתרון משמעותי רקע בניהול/הובלה של צוות טכני – יתרון משמעותי אוריינטציה טכנית וחשיבה לוגית לפתרון בעיות בזמן אמת, גם בהשתלטות מרחוק ניסיון בעבודה בסביבה ממוחשבת וטכנולוגית אנגלית ברמה גבוהה תודעת שירות גבוהה",הייטק-כללי & HELP DESK / תמיכה & שירות לקוחות & שירות לקוחות & תמיכה טכנית,https://www.drushim.co.il/job/30561294/712428df/
טכנאי/ת ניידת שירות לחברת ליסינג תפעולי,קבוצת לובינסקי,"תיאור משרה לחברת פריים ליס, חברת ליסינג תפעולי מקבוצת לובינסקי דרוש/ה :טכנאי/ת ניידת שירות  מהות התפקיד: • מתן שרותי דרך ללקוחות פריים ליס בשטח ( בית לקוח, אמצע הדרך וכו..)- עבודת שטח • במסגרת התפקיד תבצע ניידת השרות : החלפת מצברים, החלפת נורות , החלפת מגבים , מילוי שמן , התנעות וכדומה • דיווח מלאי הניידת ועדכון מלאים • ניידת שירות תופעל על ידי המוקד ועל ידי המחלקה הטכנית • דיווחים שוטפים לסגירת קריאות בזמן אמת  שבוע העבודה אחת ל3-4 שבועות הינו בשעות 13:00-23:00. נכונות להקפצות לקריאות בתשלום נוסף בשעות הבוקר/ערב.   שווה לעבוד בלובינסקי! עובד/ת חברה מהיום הראשון ארוחות מסובסדות - תן ביס ביטוח בריאות פרטי מועדון הטבות ייחודי לעובדי החברה אופק קידומי ובניית מסלול קריירה",דרישות התפקיד • בעל רקע טכני – חובה • בעל רישיון נהיגה גיר רגיל בתוקף- חובה • יכולת עבודה תחת לחץ • יכולת ניהול משימות במקביל,רכב / תחבורה & מכונאי/ת רכב & נהג/ת & גרירה וחילוץ,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-12877-%D7%93%D7%95%D7%93-%D7%9C%D7%95%D7%91%D7%99%D7%A0%D7%A1%D7%A7%D7%99/
דרוש/ה טכנאי/ת מחשבים ורשתות מוכשר עם נסיון מוכח,בז טכנולוגיות,"תיאור משרה לחברת מחשבים המתמחה בתחום השירות דרוש/ה טכנאי/ת מחשבים ורשתות מוכשר עם נסיון מוכח, תודעת שרות גבוהה ויכולת עבודה בצוות חובה. אנחנו מחפשים ראש גדול שידע להשתלב איתנו ועם הלקוחות",דרישות התפקיד ניסיון קודם של 3 שנים לפחות חובה ידע בסיסי ברשתות -חובה רישיון נהיגה- חובה,הייטק-כללי & טכנאי/ת מחשבים & מנהל/ת רשת & HELP DESK / תמיכה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3313850-%D7%91%D7%96-%D7%98%D7%9B%D7%A0%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%95%D7%AA/
טכנאי/ת PC / תמיכה,- חסוי -,תיאור משרה לחברה מובילה בתחום המחשבים הממוקמת ליד קניון איילון דרוש/ה טכנאי/ת PC / תמיכה טכנית עבודה במעבדת שירות ובשטח. שירות תיקונים והתקנות. עבודה בין הימים א'-ה' (שעות 08:30-17:00),דרישות התפקיד רישיון נהיגה ב' - חובה (ידני - יתרון). רישיון על קטנוע -יתרון. תודעת שירות ומיומנות במתן שירות לקהל. יכולת עבודה עצמאית ובצוות. יכולת עבודה בתנאי לחץ.,הייטק-כללי & טכנאי/ת מחשבים & HELP DESK / תמיכה & מנהל/ת רשת,https://www.drushim.co.il/job/30494338/e6b58bc0/
טכנאי.ת אחזקה- חצרים,נטפים,"תיאור משרה נטפים מגייסת טכנאי.ת אחזקה למחלקת שיחול בחצרים לצורך מתן תמיכה טכנית בפעילות השוטפת במחלקה. איך יראה היום שלך בנטפים: • אחריות על ביצוע ""סט-אפ"" למכונות • אחריות על תהליכי הייצור ושיפורם, תקינות המכונות והציוד הסובב • ניהול פרויקטים מחלקתיים • שותפות בשגרת המחלקה ופעילויות אחזקה • שותפות בניסיונות והטמעת טכנולגיות חדשות • תמיכה במשמרת בהעדר מנהל משמרת משרה מלאה, עבודה במתכונת משמרות כולל סופי שבוע!",דרישות התפקיד • הנדסאי מכונות – יתרון • הכרות עם עולם השיחול – יתרון • ניסיון טכני בתחום – יתרון • נכונות לעובדה במשמרות כולל סופי שבוע • ניידות,תעשיה / ייצור & טכנאי/ת - תעשייה וייצור & מכונאי/ת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-18697-%D7%A0%D7%98%D7%A4%D7%99%D7%9D/
טכנאי/ת שירות מתח נמוך,"+ אלקטרה בע""מ +","תיאור משרה קבוצת אלקטרה מגייסת טכנאי/ת שירות למערכות מתח נמוך באלקטרה מגאסון התפקיד כולל: מתן מענה לתקלות בציוד קצה במערכות מתח נמוך (אזעקות, גילוי אש, כריזה, TV, בקרת כניסות וכו') באתרי לקוחות החברה. - קבלת רכב צמוד לאחר תקופת ההכשרה.  * הזדמנות להשתלב בחברה גדולה ומובילה!  ** תנאים מעולים למתאימים/ות! משרת שטח באזור הדרום- אשדוד ועד נתיבות משרה מלאה בימים א'-ה' 08:00-17:00, נדרשת זמינות לשעות נוספות + זמינות לכוננויות והקפצות 24/7",דרישות התפקיד הנדסאי/ת / טכנאי/ת אלקטרוניקה-חובה ניסיון טכני- חובה שליטה במערכות אופיס- חובה ניסיון צבאי- יתרון,בעלי מקצוע & טכנאי/ת מתח נמוך & טכנאי/ת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2963148-+-%D7%90%D7%9C%D7%A7%D7%98%D7%A8%D7%94-+/
דרוש/ה טכנאי/ת מעבדה בתחום המתח הנמוך,- חסוי -,"תיאור משרה לחטיבת הביטחון של חברת תוכנה דרוש/ה טכנאי/ת מעבדה במסגרת התפקיד: תמיכה טכנית מרחוק, בעולמות המתח נמוך כגון, אינטרקום, בקרות כניסה וגילוי אש. משרדי החברה ממוקמים באור יהודה ועתידים לעבור לפתח תקווה בקרוב. משרה מלאה, בימים א-ה, בין השעות 08:00-17:00 (חמישי עד 16:00)","דרישות התפקיד ידע טכני בחומרה, ניהול רשתות מחשבים, מערכות הפעלה - יתרון ידע וניסיון בתחום המתח הנמוך, בקרות כניסה / גילי אש / אינטרקום - יתרון ניסיון בעבודה בחברת התקנות ואינטגרציה בתחום מתח נמוך - יתרון הסמכות MCITP / MCSA / CCNA - יתרון הסמכת הנדסאי אלקטרוניקה - יתרון אנגלית ברמה טובה - חובה **המשרה מיועדת לנשים ולגברים כאחד",בעלי מקצוע & טכנאי/ת מתח נמוך,https://www.drushim.co.il/job/30532965/79026fac/
טכנאי/ת מחשבים במוקד שירות תמיכה טכנית,שלמה חברה לביטוח,"תיאור משרה לחברת שלמה ביטוח דרוש.ה טכנאי/ת מחשבים במוקד שירות תמיכה טכנית. מתן תמיכה טכנית ותפעול תקלות חומרה ותוכנה לעובדי החברה. עבודה במוקד שרות טכנולוגי, התקנות מחשבים וציוד מחשב, התקנת תוכנות. משרה מלאה ימים א-ה ללא ימי שישי, 8.5 שעות עבודה ביום.","דרישות התפקיד • ניסיון עבודה כטכנאיPC ואו רשתות - חובה; • ניסיון עבודה של שנה לפחות בתחום ה-PC במרכז תמיכה - Help Desk - יתרון; • ניסיון תמיכה טכנית לעובדי החברה בנושאי חיבור לרשת , חיבור לשרתים, הגדרת תחנות - חובה; • תמיכה במערכות מידע ארגוניות, באופיס, בדואר אלקטרוני, הגדרות בדפדפנים - חובה; • היכרות עם תהליכי עבודה בביטוח אלמנטרי ומתן שירות בסביבת ב-AS-400 - יתרון",הייטק-כללי & איש/ת IT & טכנאי/ת מחשבים & איש/ת מערכות מידע,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1204736-%D7%A9%D7%9C%D7%9E%D7%94-%D7%97%D7%91%D7%A8%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%97/
טכנאי/ת שירות מולטימדיה,הד סינמה,"תיאור משרה החטיבה העסקית בהד סינמה מספקת פתרונות מתקדמים ללקוחות עסקיים בתחומי אודיו, וידאו, מולטימדיה, חשמל חכם, תקשורת ועוד. התפקיד כולל מתן שירות טכני מקצועי ללקוחות החטיבה במשרדי הלקוח, טיפול בתקלות, הסבר על מערכות, תיעוד קריאות השירות במערכת פריוריטי וכן הצעת פתרונות במידת הצורך. משרה מגוונת ודינאמית בעיקר באזור המרכז. משרה מלאה בין השעות 17:00-8:00 ראשון עד חמישי. תנאים מעולים ורכב חברה צמוד.","דרישות התפקיד ידע בתחומי אודיו, וידאו, מולטימדיה- חובה רישיון נהיגה - חובה ניסיון במערכת פריוריטי יתרון משמעותי תודעת שירות גבוהה, סדר וארגון, ראש גדול המשרה מיועדת לנשים ולגברים כאחד",פרסום / מדיה / תקשורת & טכנאי/ת חדר שידור & איש/ת סאונד,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-28749-%D7%94%D7%93-%D7%A1%D7%99%D7%A0%D7%9E%D7%94/
טכנאי/ת מעליות תנאים מעולים,"שג מעליות בע""מ","תיאור משרה לחברת מעליות מובילה בראשל""צ, דרוש/ה טכנאי/ת מעליות העבודה במשרה מלאה. עבודה מאתגרת ומעניינת ותנאים טובים לפרטים: 050-5302708","דרישות התפקיד יתרון משמעותי להנדסאים רקע טכני חובה ניסיון קודם בתחום המעליות- יתרון חרוץ/ה, אחראי/ת, אמין/ה",בעלי מקצוע & מתקינים & עובדי בניין & טכנאי/ת מעליות & הנדסה & הנדסאי/ת מכונות & הנדסאי/ת אלקטרוניקה & הנדסאי/ת חשמל,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1342429-%D7%A9%D7%92-%D7%9E%D7%A2%D7%9C%D7%99%D7%95%D7%AA/
טכנאי/ת / מפעיל/ת מכונה לחברה מובילה בתחום הפלסטיק,פוליכד מוצרי פלסטיק,"תיאור משרה ל ""פוליכד מוצרי פלסטיק"" דרוש/ה טכנאי/ת / מפעיל/ת מכונה. במסגרת התפקיד: ביצוע סט-אפים, טיפול שוטף במכונות עובדות, טיפול בתקלות. עבודה במשמרות כולל שבתות.",דרישות התפקיד - ידע וניסיון טכני בתעשייה-יתרון - יכולת עבודה עצמאית ובצוות. - ניסיון בעבודה במפעל בתחום הפלסטיקה - יתרון *המשרה מיועד לנשים וגברים כאחד.,תעשיה / ייצור & מפעיל/ת מכונות & טכנאי/ת - תעשייה וייצור & מכונאי/ת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-514960-%D7%A4%D7%95%D7%9C%D7%99%D7%9B%D7%93-%D7%AA%D7%A2%D7%A9%D7%99%D7%95%D7%AA/
טכנאי/ת PC ורשתות מחשבים,האוניברסיטה הפתוחה,"תיאור משרה טכנאי/ת PC ורשתות מחשבים למדור הטכני - מחלקת משו""ב מחלקה: מינהל המחשוב תיאור התפקיד: התקנה, תפעול ותחזוקה שוטפת של ציוד המחשוב האישי (חומרה ותוכנה) לעובדים/ות ולסטודנטים/יות בכיתות הלימוד באו""פ ובשלוחותיה ברחבי הארץ: החלפה יזומה, שדרוג לפי צורך, הכנה לסמסטר ועוד. כפיפות ל: מנהל המדור הטכני","כישורים נדרשים: ניסיון של שלוש שנים לפחות כטכנאי/ת PC ורשתות. ניסיון בעבודה בארגונים גדולים. ידע מוכח בטיפול ותחזוקה במחשבי PC , במדפסות ובציוד היקפי. ידע נרחב בחומרה ובתוכנה, בתחומים הבאים: Win 2016 Server Windows 10 Office 2016/365 ידע וניסיון בבניית Images) Sysprep) ידע וניסיון עם תוכנות אנטיוירוס ברמת שרת וברמת Client - יתרון. הסמכות MCSE ,MCITP - יתרון. בעל/ת יכולות טכנולוגיות ולמידה גבוהות. תודעה שירות גבוהה, אדיבות וסבלנות, יחסי אנוש מעולים. בעל/ת יוזמה ויצירתיות, ויכולת לעבוד בצוות ולשתף מידע. יכולת תיפקוד בתנאי לחץ. בעל/ת אנגלית ברמה טובה. הערות: - התפקיד כולל תורנויות ושעות עבודה גמישות בהתאם לצרכי מינהל המחשוב. - יכולת עבודה פיזית.  היקף משרה: משרה מלאה האוניברסיטה הפתוחה ב: רעננה  רק פניות מתאימות תענינה תינתן עדיפות בקבלה לעבודה למועמד/ת עם מוגבלות, ובלבד שהוא/היא עומדים בדרישות התפקיד וכישוריהם דומים לכישורי מועמדים אחרים לתפקיד.",הייטק-כללי & טכנאי/ת מחשבים & מנהל/ת רשת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1159136-%D7%94%D7%90%D7%95%D7%A0%D7%99%D7%91%D7%A8%D7%A1%D7%99%D7%98%D7%94-%D7%94%D7%A4%D7%AA%D7%95%D7%97%D7%94/
טכנאי/ת מיזוג אויר,"מדיקה אקסל אלישע בע""מ","תיאור משרה לבית חולים מדיקה אקסל אלישע בית חולים כירורגי ומוביל בצפון דרוש/ה טכנאי מיזוג אויר משרה מלאה+ ש""נ לפי הצורך קליטה לארגון מהיום הראשון","דרישות התפקיד תעודת טכנאי מיזוג אויר- חובה ניסיון במערכות מיזוג על מים (יט""אות , פיינקולים)- חובה ניסיון בהתקנה ותיקונים של מזגני גז- חובה",בעלי מקצוע & טכנאי/ת מיזוג אוויר,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1069266-%D7%91%D7%99%D7%97-%D7%90%D7%9C%D7%99%D7%A9%D7%A2/
טכנאי/ת בדיקות סופיות,א.ל אלקטרוניקה,"תיאור משרה עובד/ת מחלקת בדיקות סופיות -אחראי/ת על ביצוע בדיקות חשמליות לכרטיסים, מודלים ומוצרים מוגמרים יכול להתאים לעתודאים + חיילים משוחררים","דרישות התפקיד השכלה- הנדסאי/ת אלקטרוניקה או לימודי תעודה - חובה - ידע בהפעלת ציוד בד""ס - ידע באיתור תקלות ברמת רכיב, קריאת שרטוטים חשמליים - חובה - בדיקת כרטיסים במכונה, ניתוח כשל ומתן מענה לתקלות כרטיסים - רקע קודם בהפעלת וכתיבת תוכנת בדיקה למכונות - יתרון - ידע בבדיקות סביבתיות (הרעדה, טמפרטורה תנור) - יתרון - משימתיות, מוסר עבודה גבוה, רצון ללמוד דברים חדשים, יוזמה. - עבודה מעניינית בסביבה דינמית נעימה וטובה - משרה מלאה + נכונות לשעות נוספות ו/או עבודה במשמרות",תעשיה / ייצור & חשמל ואלקטרוניקה & טכנאי/ת - תעשייה וייצור & איש/ת מכשור ובקרה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-834958-%D7%90%D7%9C-%D7%90%D7%9C%D7%A7%D7%98%D7%A8%D7%95%D7%A0%D7%99%D7%A7%D7%94/
טכנאי/ת למעבדת שיניים תותבות,מלאכי דנטל קליניק,"תיאור משרה למרפאת שיניים מלאכי דנטל קליניק העובדת עם קופות חולים / ביטוחים ופרטיים, דרוש/ה טכנאי/ת שיניים תותבות. בעל/ת ניסיון. היקף משרה מלאה. ישנה נגישות בתחבורה ציבורית.",דרישות התפקיד בעל/ת ניסיון בתחום- חובה.,רפואה / בריאות & סייע/ת לרופא שיניים & רפואה - כללי & טכנאי/ת מכשור רפואי,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3918392-%D7%9E%D7%9C%D7%90%D7%9B%D7%99%D7%93%D7%A0%D7%98%D7%9C%D7%A7%D7%9C%D7%99%D7%A0%D7%99%D7%A7/
דרוש /ה טכנאי /ת שירות למשרת שטח+רכב חברה,ELBE,"תיאור משרה טכנאי/ת שירות לתחום אלקטרוניקה/ מכטרוניקה. התפקיד כולל התקנה, טיפול ותיקון מכונות הנמכרות ללקוחות החברה.",דרישות התפקיד הנדסאי/ת אלקטרוניקה - חובה ניסיון בתחום המכניקה - חובה אנגלית ברמה גבוהה ניסיון בעבודת שטח נכונות לנסיעות מרובות בכל הארץ.,תעשיה / ייצור & טכנאי/ת - תעשייה וייצור & חשמל ואלקטרוניקה & מכונאי/ת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-568711-elbe/
דרוש/ה טכנאי/ת לבקרת איכות,AMTS - TQM,תיאור משרה לחברה מובילה בישראל בתחום האיכות ופרויקטים גלובליים דרושים /ות טכנאי/ת לפרויקט בקרית גת. התפקיד כולל בדיקות איכות לצנרת ומערכות מתקדמות. משרה מלאה. אין צורך בניסיון קודם. תנאים טובים למתאימים/ות.,"דרישות התפקיד - יכולת עבודה בצוות, חשיבה יצירתית ויכולת עבודה עצמית. - ניסיון בשירותי אבטחת איכות או בקרת איכות- יתרון. - אנגלית - יתרון.",תעשיה / ייצור & בקרת איכות & טכנאי/ת - תעשייה וייצור & מדעים / ביוטק & אבטחת איכות & כימיה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-4094408-amts-tqm/
דרוש/ה טכנאי/ת /הנדסאי/ת מכונות לעבודה בשטח,- חסוי -,"תיאור משרה לחברה מובילה בחולון המתמחה ביבוא מכונות לתעשייה דרוש/ה טכנאי /ת /הנדסאי /ת מכונות לטיפולים, תיקונים והרכבות בשטח הלקוח. משרה מלאה ימים א' עד ה' בין השעות 07:30-16:30",דרישות התפקיד יתרון לבעל /ת רישיון חשמל מוסמך ידע במכניקה ידע באלקטרוניקה. עבודה תחת לחץ. ידע בקריאת סכימות וסירטוטים. יכולת שירות גבוהה. עבודה בצוות ולחוד. ניסיון באחזקת מכונות חובה (לפחות 3 שנים). אנגלית טובה.,הנדסה & הנדסאי/ת מכונות & הנדסאי/ת אלקטרוניקה,https://www.drushim.co.il/job/30504275/c5c4325f/
טכנאי/ת / מכונאי/ת שטח - ללא ניסיון,- חסוי -,"תיאור משרה דרוש/ה טכנאי/ת שטח / מכונאי/ת בעל/ת רקע טכני לתפקיד מעניין ומאתגר טיפול בתקלות ומתן שירות ללקוחות החברה ! ניידת שירות צמודה, שכר מעולה וכל התנאים הסוציאליים משרה מלאה ולטווח הארוך אין צורך בניסיון קודם - הכשרה תינתן למתאים/ה העבודה בכל הארץ",דרישות התפקיד - רישיון נהיגה עד לשנת 2007 - חובה! - בעל/ת רקע טכני - חובה! - בעל/ת ידע בחשמל או ריתוך - יתרון,בעלי מקצוע & טכנאי/ת & חשמלאי & רתכים / מסגרים & תעשיה / ייצור & טכנאי/ת - תעשייה וייצור & מכונאי/ת & חשמל ואלקטרוניקה & רתכים / מסגרים,https://www.drushim.co.il/job/30557133/69dfafc4/
טכנאי/ת שירות למערכות סולאריות - אזור צפון,נופר אנרגיה,תיאור משרה לחברה מובילה בתחום האנרגיה המתחדשת דרוש/ה טכנאי/ת שירות שטח לאזור הצפון. התפקיד כולל: מתן שירות ללקוחות החברה איתור וטיפול בתקלות חשמל ותקשורת במערכות הסולאריות ביצוע פעולות תחזוקה שוטפות שימוש בתוכנות ובמכשירי בדיקה ומדידה עבודה בגובה על גגות ומאגרי מים משרת שטח בצפון הארץ התפקיד כולל רכב,דרישות התפקיד רישיון חשמלאי מוסמך- חובה ניסיון במערכות סולאריות - יתרון ידע בתקשורת אנגלית טכנית תודעת שירות גבוהה יכולת עבודה עצמאית נכונות לעבודה פיזית מאומצת,הנדסה & הנדסאי/ת חשמל & הנדסאי/ת אלקטרוניקה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2299440-%D7%A0%D7%95%D7%A4%D7%A8-%D7%90%D7%A0%D7%A8%D7%92%D7%99%D7%94/
דרוש טכנאי/ת מיזוג אויר,"קירור יקיר בע""מ","תיאור משרה לחברה בתחום שירות וטיפול במתקני מיזוג אויר דרוש/ה טכנאי/ת מיזוג אויר העבודה אצל לקוחות החברה לקוחות מוסדיים ולא פרטיים - מגדלי משרדים, קניונים מתקנים בטחוניים , תעשיה ומסחר - משרה מלאה בימים א - ה 7:00- 17:00 אפשרות לקידום והתפתחות מקצועית ותנאי שכר טובים למתאימים","דרישות התפקיד - בעל ניסיון בתפקיד- חובה (אפשרי לבעלי ניסיון כעוזר טכנאי) - בעלי רשיון חשמל כלשהו - יתרון - בעל תעודת טכנאי מיזוג אויר וקירור - יתרון - בעל ניסיון עבודה עם צילרים מערכות vrf ומגדלי קירור - יתרון - יחסי אנוש טובים, אחריות ומשמעת עצמית.",תעשיה / ייצור & טכנאי/ת - תעשייה וייצור,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-4032411-%D7%A7%D7%99%D7%A8%D7%95%D7%A8%D7%99%D7%A7%D7%99%D7%A8/
טכנאי/ת מעבדה,intera,"תיאור משרה לצורך הרחבת פעילות של מעבדת מחשבים בפתח תקווה דרוש/ה טכנאי/ת צעיר ורענן לתפקיד מאתגר ומעניין הדורש תיקון תקלות חומרה ותוכנה של מחשבים ניידים ונייחים ברמת רכיב ,הרכבות ,מכניקה ופלסטיקה וסיוע ללקוחות המעבדה עד למציאת הפתרון, מתן שרות טכני למוצרי החברה. טיפול במשימות מורכבות תוך ישום מיומנויות מקצועיות, הפעלת יוזמה ויכולת שיפוט מקצועי. -יוצאי חברות גדולות-יתרון משמעותי שעות העבודה 09:00-18:00 בימים א'-ה'.  *** תנאים טובים למתאימים/ות!","דרישות התפקיד ידע בסיסי בתחום המחשבים: מערכות הפעלה, BIOS וחומרה. יכולת עבודה בצוות",הייטק-כללי & טכנאי/ת מחשבים & HELP DESK / תמיכה & איש/ת IT,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-18250-intera/
טכנאי/ת מעליות ל איזור אשדוד / אשקלון/ באר שבע,KONE,"תיאור משרה לחברת KONE ישראל, חברת מעליות גלובלית, המובילה בתחום המעליות והדרגנועים, דרוש/ה טכנאי/ת מעליות, לאיזור אשקלון / אשדוד/ באר שבע הזדמנות מעולה להצטרף לחברה בינלאומית ומובילה בתחומה בתפקיד מאתגר ומעניין שכולל עבודה מול ממשקים מגוונים. במסגרת התפקיד: אחריות למתן שירות מהיר לקריאות לתיקון המעליות והדרגנועים. - אחריות לשביעות רצון הלקוחות באזור. - אחריות לשימור הלקוחות הקיימים. - אחריות על כשירות המעליות. תינתן הכשרה במידת הצורך. משרה מלאה. המשרה כוללת רכב חברה. *** תנאים טובים למתאימים/ות.",דרישות התפקיד חשמלאי/ת מוסמך/ת / הנדסאי/ת חשמל - חובה. רישיון נהיגה בתוקף - חובה. נכונות לעבודה בשעות נוספות.,בעלי מקצוע & חשמלאי & טכנאי/ת מעליות & טכנאי/ת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3362167-kone/
